Id_IDRD,Tipo,Localidad,Nombre,Id,Equipamento,Dotacion,Aprovechamientoeconomico,Area,Material,Cerramiento,Camerino,Capacidad,Carril,Bano
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8800,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,64,Asfalto sin sintetico,Parcial,,0,0,0
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8801,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,106,Asfalto sin sintetico,Parcial,,0,0,0
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8803,ESCENARIO DEPORTIVO,PATINAJE RECREATIVO,No,307,Granito,Parcial,,0,0,0
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8805,ESCENARIO DEPORTIVO,GIMNASIO AIRE LIBRE,No,117,Asfalto sin sintetico,Parcial,,0,0,0
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8809,CANCHAS DEPORTIVAS,Microfutbol,Si,607,Asfalto sin sintetico,Parcial,,0,0,0
12-015,Parque de escala zonal,Barrios Unidos,ALCAZARES,8810,CANCHAS DEPORTIVAS,Microfutbol,Si,607,Asfalto sin sintetico,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,8817,JUEGOS INFANTILES,COLUMPIO,No,7,Asfalto sin sintetico,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,8818,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,16,Asfalto sin sintetico,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,8820,CANCHAS DEPORTIVAS,Fútbol,Si,1363,Grama Sintetica,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,8823,CANCHAS DEPORTIVAS,Microfutbol,No,412,Asfalto sin sintetico,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,8824,CANCHAS DEPORTIVAS,Microfutbol,Si,412,Asfalto sin sintetico,Parcial,,0,0,0
12-023,Parque de escala zonal,Barrios Unidos,GIMNASIO DISTRITAL DEL NORTE,15024,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,16,Asfalto sin sintetico,Parcial,,0,0,0
13-038,Parque de escala zonal,Teusaquillo,NICOLAS DE FEDERMAN 3,9225,ESCENARIO DEPORTIVO,RUTA DE LA VIDA,No,60,Asfalto sin sintetico,Parcial,,0,0,0
13-038,Parque de escala zonal,Teusaquillo,NICOLAS DE FEDERMAN 3,9227,ESCENARIO DEPORTIVO,PATINAJE RECREATIVO,No,540,Granito,Parcial,,20,0,0
13-038,Parque de escala zonal,Teusaquillo,NICOLAS DE FEDERMAN 3,9229,CANCHAS DEPORTIVAS,Baloncesto,No,420,Asfalto sin sintetico,Parcial,,0,0,0
08-791,Parque de escala zonal,Kennedy,San Ignacio,15160,ESCENARIO DEPORTIVO,HOCKEY,,806,Granito,Parcial,No,0,0,0
08-791,Parque de escala zonal,Kennedy,San Ignacio,15161,ESCENARIO DEPORTIVO,PATINAJE CARRERAS,,1329,Asfalto con sintetico,Parcial,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14437,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14438,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14439,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14440,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14441,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14442,CANCHAS DEPORTIVAS,Baloncesto,No,450,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14449,CANCHAS DEPORTIVAS,Muro de Tennis,No,256,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14450,CANCHAS DEPORTIVAS,Muro de Tennis,No,256,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14451,CANCHAS DEPORTIVAS,Muro de Tennis,No,256,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14452,CANCHAS DEPORTIVAS,Muro de Tennis,No,256,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14453,CANCHAS DEPORTIVAS,Mini Baloncesto,No,400,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14454,CANCHAS DEPORTIVAS,Mini Baloncesto,No,400,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14455,CANCHAS DEPORTIVAS,Mini Baloncesto,No,400,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14456,CANCHAS DEPORTIVAS,Mini Baloncesto,No,400,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14457,CANCHAS DEPORTIVAS,Mini Baloncesto,No,400,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14458,CANCHAS DEPORTIVAS,Microfutbol,No,464,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14459,CANCHAS DEPORTIVAS,Microfutbol,No,464,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14460,CANCHAS DEPORTIVAS,Microfutbol,No,464,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14461,CANCHAS DEPORTIVAS,Microfutbol,No,464,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14462,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14463,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14464,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14465,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14466,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14467,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14468,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14469,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14529,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14530,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14531,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14532,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14533,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14534,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14535,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14536,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14537,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14538,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14539,CANCHAS DEPORTIVAS,Fútbol,Si,6000,Grama Natural,Ninguna,No,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14567,JUEGOS INFANTILES,COLUMPIO,No,6,Concreto,Ninguna,,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14568,JUEGOS INFANTILES,BALANCIN,No,6,Concreto,Ninguna,,0,0,0
10-311,Parque de escala regional,Engativa,LA FLORIDA,14569,JUEGOS INFANTILES,JUEGO INFANTIL,No,18,Grama Natural,Ninguna,,0,0,0
01-1000,Parque de escala metropolitano,Usaquen,EL COUNTRY,11591,CANCHAS DEPORTIVAS,Otra (Cancha Deportiva),No,49302,Grama Natural,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),13610,ESCENARIO DEPORTIVO,RUTA DE LA VIDA,,60,Concreto,Ninguna,No,10,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),13611,JUEGOS INFANTILES,COLUMPIO,No,40,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),13612,JUEGOS INFANTILES,RODADERO,No,38,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),13613,JUEGOS INFANTILES,JUEGO INFANTIL,No,66,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),13614,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14845,CANCHAS DEPORTIVAS,Cancha multiple,Si,312,Asfalto sin sintetico,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14846,CANCHAS DEPORTIVAS,Tennis,Si,610,Polvo de ladrillo,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14847,CANCHAS DEPORTIVAS,Tennis,Si,610,Polvo de ladrillo,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14848,CANCHAS DEPORTIVAS,Tennis,Si,610,Polvo de ladrillo,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14849,CANCHAS DEPORTIVAS,Tennis,Si,610,Polvo de ladrillo,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14851,CANCHAS DEPORTIVAS,Tennis,Si,610,Polvo de ladrillo,Ninguna,No,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14886,JUEGOS INFANTILES,COLUMPIO,No,40,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14887,JUEGOS INFANTILES,COLUMPIO,No,40,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14888,JUEGOS INFANTILES,COLUMPIO,No,40,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14889,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14890,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14891,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14892,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-035,Parque de escala metropolitano,Santafe,PARQUE NACIONAL (PM-2A) ENRIQUE OLAYA HERRERA ( SECTOR HISTORICO ),14893,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,70,Arena,Ninguna,,0,0,0
03-085,Parque de escala metropolitano,Santafe,TERCER MILENIO,26,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,1206,Arena,Ninguna,,0,0,0
03-085,Parque de escala metropolitano,Santafe,TERCER MILENIO,32,JUEGOS INFANTILES,COLUMPIO,No,735,Arena,Ninguna,,0,0,0
03-085,Parque de escala metropolitano,Santafe,TERCER MILENIO,40,CANCHAS DEPORTIVAS,Baloncesto,No,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11312,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11313,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11314,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11315,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11316,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11317,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11318,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11319,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11321,CANCHAS DEPORTIVAS,Microfutbol,Si,448,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11324,CANCHAS DEPORTIVAS,Voleibol,Si,162,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11325,CANCHAS DEPORTIVAS,Voleibol,Si,162,Asfalto sin sintetico,Ninguna,No,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,11326,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,50,Arena,Ninguna,,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,14632,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,50,Arena,Ninguna,,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,14633,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,80,Arena,Ninguna,,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,14634,JUEGOS INFANTILES,COLUMPIO,No,4,Concreto,Ninguna,,0,0,0
04-127,Parque de escala metropolitano,San Cristobal,SAN CRISTOBAL,14635,JUEGOS INFANTILES,ANIMALES ,No,153,Grama Natural,Ninguna,,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14401,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14402,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14403,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14404,CANCHAS DEPORTIVAS,Voleibol,Si,325,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14405,CANCHAS DEPORTIVAS,Voleibol,Si,325,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14406,CANCHAS DEPORTIVAS,Mini Voleibol,Si,128,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14407,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,220,Asfalto sin sintetico,Ninguna,No,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14595,ESCENARIO DEPORTIVO,PISTA DE TROTE,,400,Carboncillo,Ninguna,No,0,1,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14638,ESCENARIO DEPORTIVO,PISTA DE BISICROSS,,4800,Arena,Ninguna,No,0,2,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14639,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,24,Arena,Ninguna,,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14640,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,24,Arena,Ninguna,,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14642,JUEGOS INFANTILES,COLUMPIO,No,4,Arena,Ninguna,,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14643,JUEGOS INFANTILES,COLUMPIO,No,4,Grama Natural,Ninguna,,0,0,0
04-196,Parque de escala metropolitano,San Cristobal,DEPORTIVO PRIMERO DE MAYO,14645,JUEGOS INFANTILES,COLUMPIO,No,4,Arena,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12632,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12633,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12634,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12749,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12755,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12827,CANCHAS DEPORTIVAS,Microfutbol,Si,464,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12829,CANCHAS DEPORTIVAS,Microfutbol,Si,464,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12830,CANCHAS DEPORTIVAS,Microfutbol,Si,464,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12831,CANCHAS DEPORTIVAS,Microfutbol,Si,464,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12832,CANCHAS DEPORTIVAS,Microfutbol,Si,464,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12833,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12834,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12835,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12841,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12853,JUEGOS INFANTILES,JUEGO INFANTIL,Si,42,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12854,JUEGOS INFANTILES,COLUMPIO,Si,42,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12855,JUEGOS INFANTILES,JUEGO INFANTIL,Si,96,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12856,JUEGOS INFANTILES,BALANZA,Si,18,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12857,JUEGOS INFANTILES,BALANZA,Si,12,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12858,JUEGOS INFANTILES,Otro(Juego),Si,24,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12859,JUEGOS INFANTILES,JUEGO INFANTIL,Si,286,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12860,JUEGOS INFANTILES,JUEGO INFANTIL,Si,143,Asfalto sin sintetico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12861,JUEGOS INFANTILES,JUEGO INFANTIL,Si,323,Plastico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12876,JUEGOS INFANTILES,RODADERO,Si,96,Plastico,Ninguna,,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,12973,CANCHAS DEPORTIVAS,Muro de Tennis,No,293,Concreto,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,14190,ESCENARIO DEPORTIVO,PISTA DE ATLETISMO,,2905,Carboncillo,Ninguna,No,0,6,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,14195,ESCENARIO DEPORTIVO,PATINAJE CARRERAS,,1890,Asfalto sin sintetico,Ninguna,No,0,0,0
06-063,Parque de escala metropolitano,Tunjuelito,EL TUNAL,15167,CANCHAS DEPORTIVAS,Baloncesto,Si,467,Asfalto con sintetico,Ninguna,Si,0,0,0
07-260,Parque de escala metropolitano,Bosa,EL RECREO,12700,JUEGOS INFANTILES,JUEGO INFANTIL,Si,336,Asfalto sin sintetico,Ninguna,,0,0,0
07-260,Parque de escala metropolitano,Bosa,EL RECREO,12702,JUEGOS INFANTILES,COLUMPIO,Si,336,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13375,JUEGOS INFANTILES,BALANCIN,No,10,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13376,JUEGOS INFANTILES,BALANCIN,No,10,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13377,JUEGOS INFANTILES,BALANCIN,Si,10,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13378,JUEGOS INFANTILES,COLUMPIO,No,15,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13379,JUEGOS INFANTILES,COLUMPIO,No,15,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13380,JUEGOS INFANTILES,JUEGO INFANTIL,No,144,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13381,JUEGOS INFANTILES,JUEGO INFANTIL,No,110,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13382,CANCHAS DEPORTIVAS,Baloncesto,Si,563,Asfalto sin sintetico,Ninguna,No,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13383,CANCHAS DEPORTIVAS,Baloncesto,Si,551,Asfalto sin sintetico,Ninguna,No,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13427,JUEGOS INFANTILES,ARENERA,No,40,Arena,Ninguna,,0,0,0
