Id_IDRD,Tipo,Localidad,Nombre,Id,Equipamento,Dotacion,Aprovechamientoeconomico,Area,Material,Cerramiento,Camerino,Capacidad,Carril,Bano
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13442,JUEGOS INFANTILES,Otro(Juego),Si,4, Adoquin arcilla,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13443,JUEGOS INFANTILES,JUEGO INFANTIL,No,100,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13454,JUEGOS INFANTILES,JUEGO INFANTIL,No,110,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,13455,JUEGOS INFANTILES,JUEGO INFANTIL,No,110,Asfalto sin sintetico,Ninguna,,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,14249,ESCENARIO DEPORTIVO,RUTA DE LA VIDA,,2881,Asfalto sin sintetico,Ninguna,No,0,0,0
08-219,Parque de escala metropolitano,Kennedy,TIMIZA,14915,JUEGOS INFANTILES,COLUMPIO,No,10,Asfalto sin sintetico,Ninguna,,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13195,CANCHAS DEPORTIVAS,Baloncesto,Si,540,Asfalto con sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13196,CANCHAS DEPORTIVAS,Voleibol,Si,325,Asfalto sin sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13199,CANCHAS DEPORTIVAS,Voleibol,Si,325,Asfalto sin sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13200,CANCHAS DEPORTIVAS,Voleibol,Si,350,Asfalto sin sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13201,CANCHAS DEPORTIVAS,Baloncesto,Si,540,Asfalto con sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13202,CANCHAS DEPORTIVAS,Baloncesto,Si,540,Asfalto con sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13203,CANCHAS DEPORTIVAS,Baloncesto,Si,540,Asfalto con sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13204,CANCHAS DEPORTIVAS,Baloncesto,Si,540,Asfalto con sintetico,Ninguna,No,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13206,JUEGOS INFANTILES,COLUMPIO,No,20,Asfalto sin sintetico,Ninguna,,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,13207,JUEGOS INFANTILES,COLUMPIO,No,20,Asfalto sin sintetico,Ninguna,,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,14230,ESCENARIO DEPORTIVO,COLISEO AUXILIAR,,180,Baldosa,Ninguna,Si,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,14232,ESCENARIO DEPORTIVO,PISTA DE BISICROSS,,1764,Arena,Ninguna,No,0,3,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,14235,ESCENARIO DEPORTIVO,RUTA DE LA VIDA,,100,Asfalto sin sintetico,Ninguna,Si,0,0,0
08-241,Parque de escala metropolitano,Kennedy,CAYETANO CAÐIZARES,14237,ESCENARIO DEPORTIVO,RUTA DE LA VIDA,,100,Asfalto sin sintetico,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15089,CANCHAS DEPORTIVAS,Fútbol,Si,6896,Grama Natural,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15090,CANCHAS DEPORTIVAS,Fútbol,Si,6562,Grama Natural,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15091,CANCHAS DEPORTIVAS,Fútbol,Si,5746,Grama Natural,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15092,CANCHAS DEPORTIVAS,Cancha multiple,Si,602,Asfalto sin sintetico,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15093,CANCHAS DEPORTIVAS,Cancha multiple,Si,598,Asfalto sin sintetico,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15094,CANCHAS DEPORTIVAS,Cancha multiple,Si,598,Asfalto sin sintetico,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15095,CANCHAS DEPORTIVAS,Voleibol Playa,Si,621,Arena,Ninguna,No,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15106,JUEGOS INFANTILES,JUEGO INFANTIL,Si,40, Adoquin arcilla,Ninguna,,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15111,JUEGOS INFANTILES,JUEGO INFANTIL,No,15,Plastico,Ninguna,,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15113,JUEGOS INFANTILES,BALANCIN,No,5,Plastico,Ninguna,,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15114,JUEGOS INFANTILES,Otro(Juego),No,13,Asfalto con sintetico,Ninguna,,0,0,0
09-125,Parque de escala metropolitano,Fontibon,ZONA FRANCA (PM-16),15115,JUEGOS INFANTILES,Otro(Juego),No,5, Adoquin arcilla,Ninguna,,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14436,ESCENARIO DEPORTIVO,VELODROMO,,12536,Concreto,Ninguna,No,1000,0,36
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14598,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14599,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14600,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14601,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14602,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14603,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14604,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14605,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14606,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14607,CANCHAS DEPORTIVAS,Microfutbol,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14608,CANCHAS DEPORTIVAS,Microfutbol,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14609,CANCHAS DEPORTIVAS,Microfutbol,Si,420,Asfalto sin sintetico,Ninguna,No,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14932,CANCHAS DEPORTIVAS,Voleibol Playa,Si,600,Arena,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14933,CANCHAS DEPORTIVAS,Voleibol Playa,Si,300,Arena,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14935,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14936,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14937,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14938,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14939,CANCHAS DEPORTIVAS,Tennis,Si,687, Adoquin arcilla,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14940,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14941,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14942,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14943,CANCHAS DEPORTIVAS,Tennis,Si,687,Polvo de ladrillo,Ninguna,Si,0,0,0
10-290,Parque de escala metropolitano,Engativa,SIMON BOLIVAR ( SECTOR UNIDAD DEPORTIVA EL SALITRE ),14965,CANCHAS DEPORTIVAS,Squash,Si,62,Madera,Ninguna,Si,0,0,0
18-028,Parque de escala metropolitano,Rafael Uribe,BOSQUE  SAN CARLOS,13280,ESCENARIO DEPORTIVO,PISTA DE TROTE,,1693,Carboncillo,Ninguna,No,0,2,0
18-028,Parque de escala metropolitano,Rafael Uribe,BOSQUE  SAN CARLOS,13285,JUEGOS INFANTILES,JUEGO INFANTIL,No,120,Grama Natural,Ninguna,,0,0,0
18-028,Parque de escala metropolitano,Rafael Uribe,BOSQUE  SAN CARLOS,13286,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,364,Asfalto sin sintetico,Ninguna,No,0,0,0
18-028,Parque de escala metropolitano,Rafael Uribe,BOSQUE  SAN CARLOS,13287,CANCHAS DEPORTIVAS,Microfutbol,No,180,Asfalto sin sintetico,Ninguna,No,0,0,0
18-028,Parque de escala metropolitano,Rafael Uribe,BOSQUE  SAN CARLOS,13288,JUEGOS INFANTILES,JUEGO INFANTIL,No,77,Grama Natural,Ninguna,,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12684,CANCHAS DEPORTIVAS,Mini Baloncesto,No,420,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12685,CANCHAS DEPORTIVAS,Mini Baloncesto,No,420,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12692,CANCHAS DEPORTIVAS,Voleibol,Si,384,Asfalto sin sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12709,CANCHAS DEPORTIVAS,Microfutbol,Si,527,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12710,CANCHAS DEPORTIVAS,Microfutbol,Si,510,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12716,CANCHAS DEPORTIVAS,Tejo,No,130,Grama Natural,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12748,ESCENARIO DEPORTIVO,GIMNASIO AIRE LIBRE,,72,Concreto,Ninguna,No,12,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12758,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,384,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12759,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,384,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12760,CANCHAS DEPORTIVAS,Mini Baloncesto,Si,384,Asfalto sin sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12764,CANCHAS DEPORTIVAS,Tennis de Mesa,No,112,Mixto(Metal-Madera),Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12765,JUEGOS INFANTILES,BALANCIN,No,16,Grama Natural,Ninguna,,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12766,JUEGOS INFANTILES,JUEGO INFANTIL,No,12,Grama Natural,Ninguna,,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12767,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,48,Grama Natural,Ninguna,,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12768,JUEGOS INFANTILES,BALANCIN,No,6,Grama Natural,Ninguna,,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12783,CANCHAS DEPORTIVAS,Microfutbol,No,350,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12784,CANCHAS DEPORTIVAS,Microfutbol,No,350,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),12785,CANCHAS DEPORTIVAS,Baloncesto,Si,522,Asfalto con sintetico,Ninguna,No,0,0,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),13254,ESCENARIO DEPORTIVO,PATINAJE RECREATIVO,,1584,Asfalto sin sintetico,Ninguna,No,10,2,0
12-091,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DEPORTIVO EL SALITRE ),15116,CANCHAS DEPORTIVAS,Baloncesto,Si,522,Asfalto sin sintetico,Ninguna,No,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12450,ESCENARIO DEPORTIVO,GIMNASIO AIRE LIBRE,,80,Grama Natural,Ninguna,No,16,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12451,ESCENARIO DEPORTIVO,LAGO ,,159500,Arena,Ninguna,No,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12452,ESCENARIO DEPORTIVO,LAGO ,,770,Arena,Ninguna,No,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12454,JUEGOS INFANTILES,PASAMANOS,No,3,Grama Natural,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12455,JUEGOS INFANTILES,ARENERA,No,16,Arena,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12456,JUEGOS INFANTILES,BARRAS,No,2,Grama Natural,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12457,JUEGOS INFANTILES,COLUMPIO,No,5,Grama Natural,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12458,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,21,Grama Natural,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12459,JUEGOS INFANTILES,BALANCIN,No,3,Grama Natural,Ninguna,,0,0,0
12-092,Parque de escala metropolitano,Barrios Unidos,SIMON BOLIVAR ( SECTOR PARQUE DE LOS NOVIOS ),12460,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,15,Grama Natural,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13970,JUEGOS INFANTILES,COLUMPIO,No,226,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13971,JUEGOS INFANTILES,BALANCIN,No,192,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13972,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,357,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13973,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,218,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13974,JUEGOS INFANTILES,JUEGO INFANTIL,No,374,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13975,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,360,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13976,JUEGOS INFANTILES,COLUMPIO,Si,174, Adoquin arcilla,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13982,JUEGOS INFANTILES,COLUMPIO,Si,69,Arena,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13983,JUEGOS INFANTILES,ARENERA,Si,3181,Arena,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13984,JUEGOS INFANTILES,ARENERA,No,800,Arena,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13992,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,No,165,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13993,JUEGOS INFANTILES,JUEGO INFANTIL,No,169,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13994,JUEGOS INFANTILES,JUEGO INFANTIL,No,165,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13995,JUEGOS INFANTILES,JUEGO INFANTIL MIXTO,Si,247,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13996,JUEGOS INFANTILES,JUEGO INFANTIL,No,156,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),13997,JUEGOS INFANTILES,JUEGO INFANTIL,No,285,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14010,JUEGOS INFANTILES,JUEGO INFANTIL,No,156,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14012,JUEGOS INFANTILES,COLUMPIO,Si,80, Adoquin arcilla,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14014,JUEGOS INFANTILES,JUEGO INFANTIL,No,89,Asfalto sin sintetico,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14017,JUEGOS INFANTILES,ARENERA,Si,95,Arena,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14018,JUEGOS INFANTILES,JUEGO INFANTIL,Si,448, Adoquin arcilla,Ninguna,,0,0,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14024,ESCENARIO DEPORTIVO,Otro  (Escenario),,5012,Grama Natural,Ninguna,No,100,1,0
13-089,Parque de escala metropolitano,Teusaquillo,SIMON BOLIVAR ( SECTOR CENTRAL ),14025,ESCENARIO DEPORTIVO,PISTA DE TROTE,,5197,Polvo de ladrillo,Ninguna,No,100,1,0
03-036,Parque de escala zonal,Santafe,LAS CRUCES,14828,CANCHAS DEPORTIVAS,Microfutbol,Si,480,Asfalto sin sintetico,Ninguna,Si,0,0,0
03-036,Parque de escala zonal,Santafe,LAS CRUCES,14829,CANCHAS DEPORTIVAS,Baloncesto,Si,420,Asfalto sin sintetico,Ninguna,Si,0,0,0
03-036,Parque de escala zonal,Santafe,LAS CRUCES,14830,CANCHAS DEPORTIVAS,Voleibol,Si,160,Asfalto sin sintetico,Ninguna,Si,0,0,0
03-036,Parque de escala zonal,Santafe,LAS CRUCES,14833,JUEGOS INFANTILES,RODADERO,No,20,Concreto,Ninguna,,0,0,0
03-036,Parque de escala zonal,Santafe,LAS CRUCES,14834,JUEGOS INFANTILES,COLUMPIO,Si,7,Grama Natural,Ninguna,,0,0,0
01-012,Parque de escala zonal,Usaquen,LA VIDA,11461,JUEGOS INFANTILES,BALANCIN,No,6,Grama Natural,Ninguna,,0,0,0
01-012,Parque de escala zonal,Usaquen,LA VIDA,11468,JUEGOS INFANTILES,RODADERO,Si,4,Plastico,Ninguna,,0,0,0
01-012,Parque de escala zonal,Usaquen,LA VIDA,11507,JUEGOS INFANTILES,COLUMPIO,No,24,Grama Natural,Ninguna,,0,0,0
01-012,Parque de escala zonal,Usaquen,LA VIDA,14695,JUEGOS INFANTILES,PASAMANOS,No,11,Grama Natural,Ninguna,,0,0,0
01-023,Parque de escala zonal,Usaquen,SERVITA,11392,ESCENARIO DEPORTIVO,Otro  (Escenario),,45,Arena,Ninguna,No,0,0,0
01-023,Parque de escala zonal,Usaquen,SERVITA,11398,CANCHAS DEPORTIVAS,Fútbol,Si,7140,Grama Natural,Ninguna,Si,0,0,0
01-023,Parque de escala zonal,Usaquen,SERVITA,11400,CANCHAS DEPORTIVAS,Mini Tejo ,Si,120,Cemento,Ninguna,No,0,0,0
01-023,Parque de escala zonal,Usaquen,SERVITA,11433,ESCENARIO DEPORTIVO,PISTA DE TROTE,,1400,Carboncillo,Ninguna,No,0,3,0
01-023,Parque de escala zonal,Usaquen,SERVITA,11563,CANCHAS DEPORTIVAS,Cancha multiple,No,420,Concreto,Ninguna,No,0,0,0
01-023,Parque de escala zonal,Usaquen,SERVITA,14528,ESCENARIO DEPORTIVO,Otro  (Escenario),,20,Concreto,Ninguna,No,0,1,0
01-064,Parque de escala zonal,Usaquen,NUEVA  AUTOPISTA,11510,CANCHAS DEPORTIVAS,Baloncesto,No,420,Asfalto sin sintetico,Ninguna,No,0,0,0
01-064,Parque de escala zonal,Usaquen,NUEVA  AUTOPISTA,15325,ESCENARIO DEPORTIVO,GIMNASIO AIRE LIBRE,,54, Adoquin arcilla,Ninguna,No,0,0,0
01-075,Parque de escala zonal,Usaquen,ALTA BLANCA,11492,CANCHAS DEPORTIVAS,Voleibol,No,162,Asfalto sin sintetico,Ninguna,No,0,0,0
01-075,Parque de escala zonal,Usaquen,ALTA BLANCA,11513,CANCHAS DEPORTIVAS,Microfutbol,No,530,Asfalto sin sintetico,Ninguna,No,0,0,0
01-075,Parque de escala zonal,Usaquen,ALTA BLANCA,11514,CANCHAS DEPORTIVAS,Baloncesto,No,420,Asfalto sin sintetico,Ninguna,No,0,0,0
